Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
1078,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Carlavirus,,Sweet potato C6 virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852279,
1079,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Carlavirus,,Sweet potato chlorotic fleck virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852280,
1080,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Carlavirus,,Verbena latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852281,
1081,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Carlavirus,,Yam latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855642,
1082,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Apple stem pitting virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852283,
1083,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Apricot latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852284,
1084,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Asian prunus virus 1,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852285,
1085,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Asian prunus virus 2,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855643,
1086,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Grapevine rupestris stem pitting-associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852286,
1087,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Grapevine virus T,0,ssRNA(+),"New,",34,2018.007P.A.v1.Foveavirus_sp.zip,ICTVonline=201856339,
1088,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Peach chlorotic mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852287,
1089,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Foveavirus,,Rubus canadensis virus 1,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852288,
1090,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,African oil palm ringspot virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852290,
1091,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry green ring mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852291,
1092,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry necrotic rusty mottle virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852292,
1093,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry rusty mottle associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852293,
1094,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,Robigovirus,,Cherry twisted leaf associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852294,
1095,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Banana mild mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852296,
1096,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Banana virus X,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852297,
1097,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Quinvirinae,,,Sugarcane striate mosaic-associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852298,
1098,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Apple stem grooving virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852301,
1099,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Cherry virus A,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852302,
1100,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Currant virus A,0,ssRNA(+),"New,",34,2018.006P.A.v1.Capillovirus_spb.zip,ICTVonline=201856329,
1101,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Capillovirus,,Mume virus A,0,ssRNA(+),"New,",34,2018.005P.A.v1.Capillovirus_spa.zip,ICTVonline=201856322,
1102,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Chordovirus,,Carrot Ch virus 1,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852304,
1103,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Chordovirus,,Carrot Ch virus 2,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852305,
1104,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Citrivirus,,Citrus leaf blotch virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852307,
1105,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Diuris virus A,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852309,
1106,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Diuris virus B,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852310,
1107,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Divavirus,,Hardenbergia virus A,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852311,
1108,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Prunevirus,,Actinidia seed borne latent virus,0,ssRNA(+),"New,",34,2018.008P.A.v1.Prunevirus_sp.zip,ICTVonline=201856390,
1109,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Prunevirus,,Apricot vein clearing associated virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852313,
1110,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Prunevirus,,Caucasus prunus virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852314,
1111,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Tepovirus,,Potato virus T,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852316,
1112,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Tepovirus,,Prunus virus T,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852317,
1113,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Apple chlorotic leaf spot virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852319,
1114,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Apricot pseudo-chlorotic leaf spot virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852320,
1115,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Cherry mottle leaf virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852321,
1116,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Grapevine berry inner necrosis virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852322,
1117,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Grapevine Pinot gris virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852323,
1118,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Peach mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852324,
1119,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Trichovirus,,Phlomis mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852325,
1120,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Actinidia virus A,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852327,
1121,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Actinidia virus B,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852328,
1122,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Arracacha virus V,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855644,
1123,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Blackberry virus A,0,ssRNA(+),"New,",34,2018.010P.A.v1.Vitivirus_spa.zip,ICTVonline=201856439,
1124,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus A,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852329,
1125,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus B,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852330,
1126,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus D,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852331,
1127,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus E,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852332,
1128,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus F,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852333,
1129,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus G,0,ssRNA(+),"New,",34,2018.011P.A.v1.Vitivirus_spb.zip,ICTVonline=201856476,
1130,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus H,0,ssRNA(+),"New,",34,2018.012P.A.v1.Vitivirus_spc.zip,ICTVonline=201856481,
1131,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus I,0,ssRNA(+),"New,",34,2018.013P.A.v1.Vitivirus_spd.zip,ICTVonline=201856487,
1132,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Grapevine virus J,0,ssRNA(+),"New,",34,2018.014P.A.v1.Vitivirus_spe.zip,ICTVonline=201856493,
1133,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Heracleum latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852334,
1134,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Vitivirus,,Mint virus 2,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852335,
1135,Riboviria,,,,,,,,Tymovirales,,Betaflexiviridae,Trivirinae,Wamavirus,,Watermelon virus A,1,ssRNA(+),"New,",34,2018.009P.A.v1.Wamavirus.zip,ICTVonline=201856419,
1136,Riboviria,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Fusarium deltaflexivirus 1,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855645,
1137,Riboviria,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Sclerotinia deltaflexivirus 1,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855646,
1138,Riboviria,,,,,,,,Tymovirales,,Deltaflexiviridae,,Deltaflexivirus,,Soybean-associated deltaflexivirus 1,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855647,
1139,Riboviria,,,,,,,,Tymovirales,,Gammaflexiviridae,,Mycoflexivirus,,Botrytis virus F,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852340,
1140,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Maculavirus,,Grapevine fleck virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852344,
1141,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Bermuda grass etched-line virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852346,
1142,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Blackberry virus S,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852347,
1143,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Citrus sudden death-associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852348,
1144,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Grapevine asteroid mosaic associated virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855650,
1145,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Grapevine Syrah virus 1,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852349,
1146,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Maize rayado fino virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852350,
1147,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Nectarine marafivirus M,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852351,
1148,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Oat blue dwarf virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852352,
1149,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Olive latent virus 3,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852353,
1150,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Marafivirus,,Peach marafivirus D,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201855651,
1151,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Anagyris vein yellowing virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852355,
1152,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Andean potato latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852356,
1153,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Andean potato mild mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852357,
1154,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Belladonna mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852358,
1155,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Cacao yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852359,
1156,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Calopogonium yellow vein virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852360,
1157,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Chayote mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852361,
1158,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Chiltepin yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852362,
1159,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Clitoria yellow vein virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852363,
1160,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Desmodium yellow mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852364,
1161,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Dulcamara mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852365,
1162,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Eggplant mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852366,
1163,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Erysimum latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852367,
1164,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Kennedya yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852368,
1165,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Melon rugose mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852369,
1166,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Nemesia ring necrosis virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852370,
1167,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Okra mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852371,
1168,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Ononis yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852372,
1169,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Passion fruit yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852373,
1170,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Peanut yellow mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852374,
1171,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Petunia vein banding virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852375,
1172,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Physalis mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852376,
1173,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Plantago mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852377,
1174,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Scrophularia mottle virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852378,
1175,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Tomato blistering mosaic tymovirus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852379,
1176,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Turnip yellow mosaic virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852380,
1177,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Voandzeia necrotic mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852381,
1178,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,Tymovirus,,Wild cucumber mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852382,
1179,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,,,Bombyx mori latent virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852384,
1180,Riboviria,,,,,,,,Tymovirales,,Tymoviridae,,,,Poinsettia mosaic virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852385,
1181,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Antheraea eucalypti virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852459,
1182,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Darna trima virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852460,
1183,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Dasychira pudibunda virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852461,
1184,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Nudaurelia capensis beta virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852462,
1185,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Philosamia cynthia x ricini virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852463,
1186,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Pseudoplusia includens virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852464,
1187,Riboviria,,,,,,,,,,Alphatetraviridae,,Betatetravirus,,Trichoplusia ni virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852465,
1188,Riboviria,,,,,,,,,,Alphatetraviridae,,Omegatetravirus,,Dendrolimus punctatus virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852467,
1189,Riboviria,,,,,,,,,,Alphatetraviridae,,Omegatetravirus,,Helicoverpa armigera stunt virus,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852468,
1190,Riboviria,,,,,,,,,,Alphatetraviridae,,Omegatetravirus,,Nudaurelia capensis omega virus,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852469,
1191,Riboviria,,,,,,,,,,Alvernaviridae,,Dinornavirus,,Heterocapsa circularisquama RNA virus 01,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852473,
1192,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Allium cepa amalgavirus 1,0,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856725,
1193,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Allium cepa amalgavirus 2,0,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856726,
1194,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Blueberry latent virus,0,dsRNA,"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852477,
1195,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Rhododendron virus A,0,dsRNA,"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852478,
1196,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Southern tomato virus,1,dsRNA,"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852479,
1197,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Spinach amalgavirus 1,0,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856727,
1198,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Vicia cryptic virus M,0,dsRNA,"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852480,
1199,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Zoostera marina amalgavirus 1,0,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856728,
1200,Riboviria,,,,,,,,,,Amalgaviridae,,Amalgavirus,,Zoostera marina amalgavirus 2,0,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856729,
1201,Riboviria,,,,,,,,,,Amalgaviridae,,Zybavirus,,Zygosaccharomyces bailii virus Z,1,dsRNA,"New,",34,2018.032P.A.v1.Amalgaviridae_rev.zip,ICTVonline=201856731,
1202,Riboviria,,,,,,,,,,Astroviridae,,Avastrovirus,,Avastrovirus 1,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852622,
1203,Riboviria,,,,,,,,,,Astroviridae,,Avastrovirus,,Avastrovirus 2,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852623,
1204,Riboviria,,,,,,,,,,Astroviridae,,Avastrovirus,,Avastrovirus 3,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852624,
1205,Riboviria,,,,,,,,,,Astroviridae,,Mamastrovirus,,Mamastrovirus 1,1,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852626,
1206,Riboviria,,,,,,,,,,Astroviridae,,Mamastrovirus,,Mamastrovirus 2,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852627,
1207,Riboviria,,,,,,,,,,Astroviridae,,Mamastrovirus,,Mamastrovirus 3,0,ssRNA(+),"Moved,",34,2017.006G.A.v3.Riboviria.zip,ICTVonline=201852628,
